Year,Date,Setlist
1979,12/30/79,new minglewood blues:candyman:me and my uncle:big river:ramble on rose:lazy lightnin':supplication:deal:scarlet begonias:fire on the mountain:let it grow:drums:truckin':wharf rat:around and around:johnny b. goode:don't ease me in:brokedown palace:
1979,12/31/79,jack straw:franklin's tower:mama tried:mexicali blues:tennessee jed:looks like rain:alabama getaway:promised land:sugar magnolia:china cat sunflower:i know you rider:samson and delilah:ship of fools:lost sailor:saint of circumstance:deal:althea:new minglewood blues:uncle john's band:drums:not fade away:stella blue:sunshine daydream:good lovin':
1980,01/13/80,jack straw:franklin's tower:new minglewood blues:tennessee jed:looks like rain:don't ease me in:playin' in the band:drums:not fade away:sugar magnolia:u.s. blues:
1980,03/30/80,alabama getaway:promised land:peggy-o:cassidy:loser:el paso:far from me:tennessee jed:new minglewood blues:althea:lost sailor:saint of circumstance:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:black peter:sugar magnolia:u.s. blues:
1980,03/31/80,jack straw:they love each other:mama tried:mexicali blues:althea:feel like a stranger:far from me:brown-eyed women:lost sailor:saint of circumstance:don't ease me in:samson and delilah:terrapin station:playin' in the band:drums:wharf rat:good lovin':johnny b. goode:
1980,04/01/80,promised land:candyman:me and my uncle:big river:friend of the devil:it's all over now:don't ease me in:looks like rain:deal:feel like a stranger:china cat sunflower:i know you rider:estimated prophet:he's gone:the other one:drums:stella blue:around and around:shakedown street:
1980,04/05/80,alabama getaway:saint of circumstance:
1980,04/28/80,alabama getaway:promised land:they love each other:el paso:althea:looks like rain:tennessee jed:far from me:feel like a stranger:deal:china cat sunflower:i know you rider:samson and delilah:he's gone:the other one:drums:black peter:sugar magnolia:goin' down the road feeling bad:
1980,04/29/80,jack straw:friend of the devil:mama tried:mexicali blues:peggy-o:passenger:brown-eyed women:far from me:the music never stopped:don't ease me in:new minglewood blues:ramble on rose:lost sailor:saint of circumstance:terrapin station:drums:i need a miracle:bertha:good lovin':u.s. blues:
1980,05/01/80,alabama getaway:promised land:candyman:me and my uncle:big river:althea:easy to love you:new minglewood blues:sugaree:lost sailor:saint of circumstance:deal:feel like a stranger:don't ease me in:estimated prophet:uncle john's band:drums:wharf rat:around and around:johnny b. goode:brokedown palace:
1980,05/02/80,new minglewood blues:loser:mama tried:mexicali blues:friend of the devil:far from me:looks like rain:althea:the music never stopped:alabama getaway:feel like a stranger:eyes of the world:drums:not fade away:stella blue:i need a miracle:bertha:good lovin':johnny b. goode:
1980,05/04/80,mississippi half-step:franklin's tower:feel like a stranger:althea:el paso:easy to love you:brown-eyed women:it's all over now:don't ease me in:promised land:scarlet begonias:fire on the mountain:samson and delilah:ship of fools:playin' in the band:drums:black peter:sugar magnolia:u.s. blues:
1980,05/06/80,alabama getaway:greatest story ever told:peggy-o:me and my uncle:big river:loser:far from me:lazy lightnin':supplication:althea:lost sailor:saint of circumstance:china cat sunflower:i know you rider:feel like a stranger:he's gone:the other one:drums:wharf rat:around and around:johnny b. goode:brokedown palace:
1980,05/07/80,jack straw:tennessee jed:cassidy:row jimmy:el paso:easy to love you:althea:feel like a stranger:don't ease me in:shakedown street:bertha:playin' in the band:terrapin station:drums:saint of circumstance:black peter:playin' in the band:good lovin':alabama getaway:
1980,05/08/80,alabama getaway:promised land:friend of the devil:mama tried:mexicali blues:high time:lazy lightnin':supplication:ramble on rose:lost sailor:saint of circumstance:uncle john's band:estimated prophet:eyes of the world:drums:truckin':stella blue:around and around:johnny b. goode:u.s. blues:
1980,05/10/80,new minglewood blues:peggy-o:mexicali blues:el paso:althea:passenger:far from me:lost sailor:saint of circumstance:deal:china cat sunflower:i know you rider:feel like a stranger:comes a time:estimated prophet:he's gone:uncle john's band:drums:not fade away:sugar magnolia:alabama getaway:one more saturday night:
1980,05/11/80,alabama getaway:promised land:they love each other:cassidy:loser:it's all over now:easy to love you:big railroad blues:looks like rain:don't ease me in:the music never stopped:scarlet begonias:fire on the mountain:feel like a stranger:terrapin station:playin' in the band:drums:black peter:goin' down the road feeling bad:around and around:johnny b. goode:brokedown palace:
1980,05/12/80,jack straw:alabama getaway:el paso:althea:lazy lightnin':supplication:far from me:new minglewood blues:china cat sunflower:i know you rider:feel like a stranger:ship of fools:estimated prophet:he's gone:drums:saint of circumstance:wharf rat:sugar magnolia:u.s. blues:
1980,05/14/80,alabama getaway:promised land:candyman:mexicali blues:el paso:tennessee jed:let it grow:althea:easy to love you:the music never stopped:feel like a stranger:sugaree:lost sailor:saint of circumstance:comes a time:the other one:drums:black peter:around and around:johnny b. goode:don't ease me in:
1980,05/15/80,jack straw:franklin's tower:cassidy:they love each other:lazy lightnin':supplication:peggy-o:far from me:feel like a stranger:deal:althea:lost sailor:saint of circumstance:terrapin station:playin' in the band:uncle john's band:drums:not fade away:goin' down the road feeling bad:good lovin':alabama getaway:
1980,05/16/80,alabama getaway:promised land:high time:me and my uncle:big river:row jimmy:new minglewood blues:ramble on rose:looks like rain:china cat sunflower:i know you rider:feel like a stranger:althea:lost sailor:saint of circumstance:eyes of the world:drums:truckin':morning dew:around and around:johnny b. goode:brokedown palace:
1980,05/29/80,alabama getaway:promised land:they love each other:el paso:mexicali blues:candyman:new minglewood blues:althea:far from me:let it grow:deal:feel like a stranger:ship of fools:estimated prophet:eyes of the world:drums:lost sailor:saint of circumstance:comes a time:around and around:johnny b. goode:u.s. blues:
1980,05/30/80,jack straw:franklin's tower:me and my uncle:big river:friend of the devil:passenger:easy to love you:althea:the music never stopped:scarlet begonias:fire on the mountain:playin' in the band:drums:not fade away:black peter:goin' down the road feeling bad:good lovin':alabama getaway:
1980,05/31/80,alabama getaway:promised land:peggy-o:cassidy:loser:new minglewood blues:far from me:althea:looks like rain:deal:feel like a stranger:ship of fools:lost sailor:saint of circumstance:wharf rat:the other one:drums:i need a miracle:bertha:sugar magnolia:u.s. blues:brokedown palace:
1980,06/05/80,alabama getaway:promised land:they love each other:mexicali blues:el paso:tennessee jed:new minglewood blues:don't ease me in:looks like rain:easy to love you:althea:feel like a stranger:china cat sunflower:i know you rider:lost sailor:saint of circumstance:terrapin station:drums:truckin':black peter:around and around:johnny b. goode:u.s. blues:
1980,06/07/80,jack straw:friend of the devil:el paso:mama tried:ramble on rose:passenger:far from me:new minglewood blues:loser:feel like a stranger:deal:bertha:greatest story ever told:althea:lost sailor:saint of circumstance:drums:not fade away:wharf rat:good lovin':alabama getaway:one more saturday night:u.s. blues:
1980,06/08/80,uncle john's band:playin' in the band:uncle john's band:me and my uncle:mexicali blues:tennessee jed:samson and delilah:easy to love you:althea:looks like rain:deal:feel like a stranger:ship of fools:estimated prophet:eyes of the world:drums:saint of circumstance:black peter:sugar magnolia:alabama getaway:brokedown palace:
1980,06/12/80,alabama getaway:promised land:peggy-o:el paso:brown-eyed women:cassidy:far from me:althea:lost sailor:saint of circumstance:deal:drums:scarlet begonias:fire on the mountain:estimated prophet:drums:not fade away:black peter:around and around:good lovin':johnny b. goode:
1980,06/13/80,new minglewood blues:sugaree:mama tried:mexicali blues:candyman:passenger:althea:lost sailor:saint of circumstance:deal:don't ease me in:let it grow:china cat sunflower:i know you rider:c.c. rider:terrapin station:drums:the other one:wharf rat:sugar magnolia:alabama getaway:
1980,06/14/80,alabama getaway:promised land:friend of the devil:el paso:brown-eyed women:me and my uncle:big river:far from me:big railroad blues:looks like rain:don't ease me in:feel like a stranger:ship of fools:estimated prophet:eyes of the world:drums:lost sailor:saint of circumstance:stella blue:goin' down the road feeling bad:good lovin':one more saturday night:
1980,06/19/80,alabama getaway:promised land:they love each other:el paso:tennessee jed:cassidy:althea:looks like rain:far from me:the music never stopped:china cat sunflower:i know you rider:c.c. rider:peggy-o:lost sailor:saint of circumstance:drums:wharf rat:i need a miracle:bertha:good lovin':u.s. blues:
1980,06/20/80,jack straw:franklin's tower:mama tried:mexicali blues:friend of the devil:let it grow:althea:easy to love you:lost sailor:saint of circumstance:deal:alabama getaway:greatest story ever told:ship of fools:estimated prophet:the other one:drums:not fade away:black peter:around and around:johnny b. goode:don't ease me in:
1980,06/21/80,sugaree:new minglewood blues:candyman:me and my uncle:big river:loser:lazy lightnin':supplication:far from me:ramble on rose:feel like a stranger:big railroad blues:samson and delilah:terrapin station:playin' in the band:drums:truckin':stella blue:sugar magnolia:one more saturday night:brokedown palace:
1980,06/29/80,alabama getaway:promised land:loser:new minglewood blues:althea:looks like rain:easy to love you:big railroad blues:lost sailor:saint of circumstance:deal:feel like a stranger:don't ease me in:estimated prophet:scarlet begonias:fire on the mountain:drums:the other one:black peter:sugar magnolia:u.s. blues:
1980,07/01/80,jack straw:franklin's tower:el paso:tennessee jed:lazy lightnin':supplication:althea:lost sailor:saint of circumstance:china cat sunflower:i know you rider:c.c. rider:peggy-o:far from me:uncle john's band:playin' in the band:drums:truckin':wharf rat:around and around:good lovin':alabama getaway:johnny b. goode:
1980,08/16/80,alabama getaway:promised land:they love each other:me and my uncle:el paso:althea:looks like rain:tennessee jed:easy to love you:new minglewood blues:deal:china cat sunflower:i know you rider:c.c. rider:ship of fools:estimated prophet:he's gone:drums:the other one:black peter:sugar magnolia:iko iko:one more saturday night:
1980,08/17/80,jack straw:sugaree:mama tried:mexicali blues:peggy-o:new minglewood blues:friend of the devil:far from me:lost sailor:saint of circumstance:don't ease me in:samson and delilah:scarlet begonias:fire on the mountain:drums:the wheel:truckin':wharf rat:good lovin':u.s. blues:
1980,08/19/80,mississippi half-step:franklin's tower:new minglewood blues:dire wolf:cassidy:row jimmy:me and my uncle:big river:althea:easy to love you:feel like a stranger:little red rooster:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:playin' in the band:comes a time:playin' in the band:around and around:alabama getaway:johnny b. goode:
1980,08/20/80,jack straw:loser:beat it on down the line:ramble on rose:el paso:big railroad blues:looks like rain:far from me:let it grow:deal:greatest story ever told:althea:lost sailor:saint of circumstance:terrapin station:drums:not fade away:morning dew:good lovin':u.s. blues:
1980,08/21/80,cold rain and snow:new minglewood blues:high time:mama tried:mexicali blues:peggy-o:it's all over now:easy to love you:shakedown street:promised land:drums:uncle john's band:truckin':the other one:drums:the wheel:uncle john's band:sugar magnolia:alabama getaway:
1980,08/23/80,alabama getaway:promised land:candyman:me and my uncle:big river:tennessee jed:lazy lightnin':supplication:althea:the music never stopped:don't ease me in:lost sailor:saint of circumstance:he's gone:drums:wharf rat:around and around:good lovin':one more saturday night:
1980,08/24/80,jack straw:they love each other:cassidy:brown-eyed women:passenger:peggy-o:looks like rain:althea:let it grow:deal:samson and delilah:ship of fools:feel like a stranger:china cat sunflower:i know you rider:drums:not fade away:black peter:sugar magnolia:don't ease me in:
1980,08/26/80,sugaree:el paso:loser:beat it on down the line:althea:lazy lightnin':supplication:deal:don't ease me in:little red rooster:far from me:uncle john's band:playin' in the band:drums:comes a time:lost sailor:saint of circumstance:casey jones:johnny b. goode:
1980,08/27/80,promised land:they love each other:mama tried:mexicali blues:tennessee jed:new minglewood blues:althea:looks like rain:big railroad blues:feel like a stranger:china cat sunflower:i know you rider:c.c. rider:high time:estimated prophet:eyes of the world:drums:not fade away:stella blue:i need a miracle:bertha:good lovin':u.s. blues:
1980,08/29/80,alabama getaway:promised land:candyman:me and my uncle:big river:row jimmy:little red rooster:brown-eyed women:far from me:lost sailor:saint of circumstance:deal:greatest story ever told:althea:let it grow:he's gone:the other one:drums:wharf rat:goin' down the road feeling bad:around and around:johnny b. goode:u.s. blues:
1980,08/30/80,feel like a stranger:peggy-o:cassidy:friend of the devil:new minglewood blues:cold rain and snow:looks like rain:easy to love you:althea:jack straw:scarlet begonias:fire on the mountain:c.c. rider:ramble on rose:estimated prophet:eyes of the world:drums:not fade away:black peter:sugar magnolia:one more saturday night:
1980,08/31/80,alabama getaway:promised land:they love each other:mama tried:mexicali blues:althea:little red rooster:tennessee jed:far from me:lazy lightnin':supplication:deal:greatest story ever told:uncle john's band:lost sailor:saint of circumstance:comes a time:truckin':drums:the other one:stella blue:i need a miracle:good lovin':brokedown palace:
1980,09/02/80,new minglewood blues:sugaree:el paso:friend of the devil:it's all over now:china cat sunflower:i know you rider:lost sailor:saint of circumstance:don't ease me in:althea:c.c. rider:ship of fools:estimated prophet:terrapin station:playin' in the band:drums:iko iko:morning dew:sugar magnolia:alabama getaway:
1980,09/03/80,mississippi half-step:franklin's tower:mama tried:mexicali blues:althea:little red rooster:candyman:easy to love you:let it grow:deal:feel like a stranger:high time:lost sailor:saint of circumstance:drums:he's gone:truckin':black peter:around and around:johnny b. goode:brokedown palace:
1980,09/04/80,feel like a stranger:peggy-o:cassidy:dire wolf:new minglewood blues:althea:looks like rain:far from me:china cat sunflower:i know you rider:samson and delilah:ramble on rose:supplication:estimated prophet:eyes of the world:drums:the other one:wharf rat:goin' down the road feeling bad:good lovin':u.s. blues:
1980,09/06/80,alabama getaway:greatest story ever told:sugaree:me and my uncle:mexicali blues:tennessee jed:feel like a stranger:friend of the devil:far from me:little red rooster:china cat sunflower:i know you rider:promised land:shakedown street:lost sailor:saint of circumstance:althea:playin' in the band:uncle john's band:drums:not fade away:the wheel:uncle john's band:playin' in the band:sugar magnolia:one more saturday night:brokedown palace:
1980,09/25/80,bird song:been all around this world:dark hollow:rosalie mcfall:monkey and the engineer:it must have been the roses:jack-a-roe:oh babe it ain't no lie:ripple:alabama getaway:greatest story ever told:friend of the devil:mama tried:mexicali blues:loser:little red rooster:althea:jack straw:deal:china cat sunflower:i know you rider:samson and delilah:ship of fools:playin' in the band:drums:wharf rat:around and around:good lovin':u.s. blues:
1980,09/26/80,to lay me down:on the road again:been all around this world:dark hollow:rosalie mcfall:bird song:cassidy:china doll:ripple:feel like a stranger:sugaree:me and my uncle:big river:peggy-o:new minglewood blues:candyman:looks like rain:tennessee jed:lost sailor:saint of circumstance:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:not fade away:black peter:sugar magnolia:brokedown palace:
1980,09/27/80,dire wolf:the race is on:jack-a-roe:monkey and the engineer:it must have been the roses:dark hollow:bird song:to lay me down:on the road again:oh babe it ain't no lie:ripple:mississippi half-step:franklin's tower:mama tried:mexicali blues:row jimmy:little red rooster:althea:let it grow:deal:cold rain and snow:c.c. rider:ramble on rose:he's gone:the other one:drums:stella blue:i need a miracle:goin' down the road feeling bad:johnny b. goode:one more saturday night:
1980,09/29/80,dire wolf:on the road again:bird song:cassidy:been all around this world:heaven help the fool:to lay me down:dark hollow:oh babe it ain't no lie:ripple:jack straw:they love each other:el paso:brown-eyed women:it's all over now:candyman:new minglewood blues:china cat sunflower:i know you rider:althea:lost sailor:saint of circumstance:terrapin station:drums:truckin':wharf rat:around and around:johnny b. goode:u.s. blues:
1980,09/30/80,on the road again:jack-a-roe:monkey and the engineer:bird song:dark hollow:rosalie mcfall:heaven help the fool:china doll:oh babe it ain't no lie:ripple:alabama getaway:promised land:peggy-o:beat it on down the line:friend of the devil:lazy lightnin':supplication:loser:little red rooster:big railroad blues:feel like a stranger:franklin's tower:samson and delilah:he's gone:estimated prophet:drums:the other one:black peter:good lovin':brokedown palace:
1980,10/02/80,dark hollow:iko iko:the race is on:to lay me down:cassidy:jack-a-roe:on the road again:bird song:ripple:bertha:greatest story ever told:peggy-o:mama tried:mexicali blues:it must have been the roses:it's all over now:loser:looks like rain:china cat sunflower:i know you rider:drums:comes a time:lost sailor:saint of circumstance:terrapin station:playin' in the band:drums:stella blue:sugar magnolia:alabama getaway:
1980,10/03/80,dire wolf:monkey and the engineer:been all around this world:dark hollow:jack-a-roe:heaven help the fool:china doll:on the road again:bird song:ripple:jack straw:sugaree:me and my uncle:big river:row jimmy:new minglewood blues:tennessee jed:the music never stopped:scarlet begonias:fire on the mountain:samson and delilah:ship of fools:playin' in the band:drums:the wheel:playin' in the band:black peter:good lovin':brokedown palace:
1980,10/04/80,deep elem blues:the race is on:it must have been the roses:monkey and the engineer:rosalie mcfall:dark hollow:to lay me down:on the road again:oh babe it ain't no lie:ripple:alabama getaway:greatest story ever told:candyman:mama tried:mexicali blues:high time:passenger:althea:little red rooster:ramble on rose:let it grow:deal:feel like a stranger:franklin's tower:estimated prophet:eyes of the world:drums:not fade away:wharf rat:i need a miracle:johnny b. goode:uncle john's band:one more saturday night:
1980,10/06/80,dire wolf:cassidy:jack-a-roe:monkey and the engineer:been all around this world:heaven help the fool:china doll:on the road again:bird song:ripple:china cat sunflower:i know you rider:new minglewood blues:they love each other:beat it on down the line:peggy-o:lazy lightnin':supplication:brown-eyed women:looks like rain:deal:samson and delilah:it must have been the roses:lost sailor:saint of circumstance:terrapin station:drums:truckin':the other one:black peter:sugar magnolia:johnny b. goode:u.s. blues:
1980,10/07/80,iko iko:dark hollow:rosalie mcfall:monkey and the engineer:to lay me down:heaven help the fool:deep elem blues:el paso:ripple:cold rain and snow:new minglewood blues:loser:me and my uncle:big river:althea:little red rooster:don't ease me in:let it grow:deal:shakedown street:estimated prophet:he's gone:drums:the wheel:stella blue:i need a miracle:good lovin':alabama getaway:
1980,10/09/80,dire wolf:dark hollow:been all around this world:cassidy:china doll:on the road again:bird song:the race is on:oh babe it ain't no lie:ripple:feel like a stranger:friend of the devil:mama tried:mexicali blues:peggy-o:little red rooster:brown-eyed women:tennessee jed:the music never stopped:alabama getaway:greatest story ever told:high time:lost sailor:saint of circumstance:terrapin station:drums:not fade away:wharf rat:sugar magnolia:casey jones:
1980,10/10/80,on the road again:it must have been the roses:monkey and the engineer:jack-a-roe:dark hollow:to lay me down:heaven help the fool:bird song:ripple:mississippi half-step:franklin's tower:me and my uncle:big river:candyman:beat it on down the line:row jimmy:new minglewood blues:althea:jack straw:scarlet begonias:fire on the mountain:samson and delilah:big railroad blues:estimated prophet:eyes of the world:drums:truckin':nobody's jam:black peter:around and around:promised land:u.s. blues:
1980,10/11/80,dire wolf:dark hollow:rosalie mcfall:cassidy:deep elem blues:monkey and the engineer:china doll:heaven help the fool:oh babe it ain't no lie:ripple:feel like a stranger:they love each other:mama tried:mexicali blues:loser:passenger:ramble on rose:looks like rain:althea:lost sailor:saint of circumstance:china cat sunflower:i know you rider:let it grow:drums:not fade away:wharf rat:goin' down the road feeling bad:one more saturday night:brokedown palace:
1980,10/13/80,on the road again:bird song:el paso:to lay me down:heaven help the fool:jack-a-roe:the race is on:deep elem blues:ripple:sugaree:new minglewood blues:peggy-o:c.c. rider:big railroad blues:lazy lightnin':supplication:deal:cold rain and snow:samson and delilah:ship of fools:lost sailor:saint of circumstance:drums:he's gone:the other one:stella blue:around and around:johnny b. goode:casey jones:
1980,10/14/80,dire wolf:dark hollow:it must have been the roses:cassidy:been all around this world:monkey and the engineer:china doll:heaven help the fool:bird song:ripple:alabama getaway:greatest story ever told:friend of the devil:me and my uncle:mexicali blues:candyman:little red rooster:tennessee jed:let it grow:the wheel:the music never stopped:scarlet begonias:fire on the mountain:estimated prophet:terrapin station:playin' in the band:drums:i need a miracle:uncle john's band:morning dew:playin' in the band:good lovin':u.s. blues:brokedown palace:
1980,10/18/80,dire wolf:on the road again:it must have been the roses:monkey and the engineer:been all around this world:heaven help the fool:to lay me down:ripple:alabama getaway:greatest story ever told:friend of the devil:me and my uncle:big river:loser:new minglewood blues:althea:lost sailor:saint of circumstance:deal:china cat sunflower:i know you rider:feel like a stranger:ship of fools:estimated prophet:eyes of the world:drums:not fade away:black peter:around and around:johnny b. goode:one more saturday night:
1980,10/19/80,on the road again:jack-a-roe:dark hollow:rosalie mcfall:cassidy:bird song:heaven help the fool:oh babe it ain't no lie:ripple:jack straw:they love each other:mama tried:mexicali blues:candyman:passenger:row jimmy:looks like rain:tennessee jed:promised land:scarlet begonias:fire on the mountain:samson and delilah:terrapin station:drums:truckin':wharf rat:sugar magnolia:good lovin':brokedown palace:
1980,10/22/80,dire wolf:on the road again:been all around this world:monkey and the engineer:to lay me down:heaven help the fool:bird song:ripple:alabama getaway:greatest story ever told:friend of the devil:me and my uncle:big river:peggy-o:new minglewood blues:china cat sunflower:i know you rider:scarlet begonias:fire on the mountain:lost sailor:saint of circumstance:drums:not fade away:goin' down the road feeling bad:good lovin':u.s. blues:
1980,10/23/80,on the road again:it must have been the roses:dark hollow:jack-a-roe:cassidy:china doll:monkey and the engineer:oh babe it ain't no lie:ripple:feel like a stranger:tennessee jed:mama tried:mexicali blues:althea:little red rooster:big railroad blues:the music never stopped:samson and delilah:ship of fools:estimated prophet:terrapin station:drums:the wheel:truckin':wharf rat:sugar magnolia:casey jones:
1980,10/25/80,deep elem blues:the race is on:been all around this world:el paso:to lay me down:monkey and the engineer:bird song:heaven help the fool:dire wolf:ripple:mississippi half-step:franklin's tower:me and my uncle:big river:high time:new minglewood blues:ramble on rose:looks like rain:deal:cold rain and snow:lost sailor:saint of circumstance:uncle john's band:playin' in the band:drums:the other one:black peter:around and around:one more saturday night:u.s. blues:
1980,10/26/80,iko iko:dark hollow:it must have been the roses:on the road again:jack-a-roe:cassidy:china doll:ripple:jack straw:sugaree:little red rooster:brown-eyed women:let it grow:don't ease me in:jam:samson and delilah:althea:estimated prophet:he's gone:drums:not fade away:stella blue:good lovin':brokedown palace:
1980,10/27/80,the race is on:been all around this world:monkey and the engineer:to lay me down:heaven help the fool:rosalie mcfall:on the road again:bird song:ripple:alabama getaway:greatest story ever told:friend of the devil:new minglewood blues:peggy-o:passenger:row jimmy:lost sailor:saint of circumstance:deal:truckin':scarlet begonias:fire on the mountain:drums:wharf rat:i need a miracle:bertha:johnny b. goode:casey jones:
1980,10/29/80,dire wolf:on the road again:it must have been the roses:the race is on:bird song:heaven help the fool:oh babe it ain't no lie:ripple:feel like a stranger:franklin's tower:me and my uncle:big river:candyman:little red rooster:tennessee jed:looks like rain:althea:the music never stopped:china cat sunflower:i know you rider:estimated prophet:terrapin station:drums:the wheel:saint of circumstance:black peter:sugar magnolia:u.s. blues:
1980,10/30/80,deep elem blues:dark hollow:been all around this world:on the road again:to lay me down:heaven help the fool:ripple:alabama getaway:promised land:peggy-o:mama tried:mexicali blues:loser:new minglewood blues:althea:lost sailor:saint of circumstance:shakedown street:samson and delilah:he's gone:truckin':drums:the other one:wharf rat:good lovin':johnny b. goode:
1980,10/31/80,heaven help the fool:sage and spirit:little sadie:monkey and the engineer:it must have been the roses:cassidy:bird song:ripple:jack straw:cold rain and snow:me and my uncle:mexicali blues:ramble on rose:little red rooster:brown-eyed women:looks like rain:deal:don't ease me in:lost sailor:saint of circumstance:franklin's tower:drums:fire on the mountain:not fade away:stella blue:goin' down the road feeling bad:good lovin':uncle john's band:
1980,11/26/80,alabama getaway:greatest story ever told:friend of the devil:on the road again:jack-a-roe:new minglewood blues:it must have been the roses:the race is on:althea:lost sailor:saint of circumstance:deal:cold rain and snow:samson and delilah:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:wharf rat:around and around:good lovin':satisfaction:
1980,11/28/80,jack straw:peggy-o:little red rooster:tennessee jed:passenger:deep elem blues:looks like rain:deal:feel like a stranger:to lay me down:let it grow:terrapin station:drums:not fade away:black peter:sugar magnolia:u.s. blues:
1980,11/29/80,alabama getaway:promised land:candyman:new minglewood blues:row jimmy:mama tried:mexicali blues:althea:lost sailor:saint of circumstance:don't ease me in:shakedown street:franklin's tower:estimated prophet:he's gone:truckin':drums:the other one:stella blue:good lovin':casey jones:
1980,11/30/80,feel like a stranger:loser:cassidy:ramble on rose:little red rooster:bird song:me and my uncle:big river:it must have been the roses:lost sailor:saint of circumstance:deal:scarlet begonias:fire on the mountain:samson and delilah:ship of fools:playin' in the band:drums:the wheel:china doll:around and around:johnny b. goode:uncle john's band:
1980,12/06/80,dire wolf:on the road again:been all around this world:monkey and the engineer:jack-a-roe:cassidy:bird song:oh babe it ain't no lie:ripple:
1980,12/12/80,alabama getaway:greatest story ever told:friend of the devil:mama tried:mexicali blues:althea:little red rooster:peggy-o:looks like rain:tennessee jed:promised land:china cat sunflower:i know you rider:estimated prophet:he's gone:eyes of the world:drums:truckin':wharf rat:around and around:good lovin':don't ease me in:
1980,12/13/80,feel like a stranger:sugaree:c.c. rider:to lay me down:new minglewood blues:ramble on rose:lost sailor:saint of circumstance:deal:scarlet begonias:fire on the mountain:playin' in the band:drums:not fade away:black peter:sugar magnolia:one more saturday night:
1980,12/14/80,bertha:greatest story ever told:althea:little red rooster:loser:me and my uncle:big river:bird song:passenger:candyman:looks like rain:don't ease me in:cold rain and snow:samson and delilah:it must have been the roses:estimated prophet:the wheel:drums:the other one:stella blue:around and around:good lovin':brokedown palace:
1980,12/26/80,alabama getaway:promised land:they love each other:c.c. rider:althea:cassidy:peggy-o:lost sailor:saint of circumstance:deal:scarlet begonias:fire on the mountain:samson and delilah:ship of fools:playin' in the band:drums:not fade away:black peter:around and around:good lovin':u.s. blues:
1980,12/27/80,feel like a stranger:sugaree:new minglewood blues:loser:looks like rain:tennessee jed:passenger:it must have been the roses:the music never stopped:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:the wheel:truckin':wharf rat:goin' down the road feeling bad:one more saturday night:johnny b. goode:
1980,12/28/80,mississippi half-step:franklin's tower:me and my uncle:big river:bird song:little red rooster:althea:jack straw:don't ease me in:lost sailor:saint of circumstance:terrapin station:drums:the other one:stella blue:sugar magnolia:casey jones:
1980,12/30/80,new minglewood blues:friend of the devil:mama tried:mexicali blues:brown-eyed women:beat it on down the line:althea:let it grow:deal:shakedown street:samson and delilah:he's gone:truckin':drums:not fade away:china doll:around and around:good lovin':u.s. blues:
1980,12/31/80,dire wolf:on the road again:to lay me down:monkey and the engineer:jack-a-roe:cassidy:been all around this world:the race is on:bird song:ripple:alabama getaway:greatest story ever told:they love each other:little red rooster:china cat sunflower:i know you rider:looks like rain:althea:lost sailor:saint of circumstance:deal:sugar magnolia:scarlet begonias:fire on the mountain:estimated prophet:drums:the other one:wharf rat:around and around:sunshine daydream:satisfaction:brokedown palace:
1981,02/26/81,feel like a stranger:althea:little red rooster:bird song:me and my uncle:big river:tennessee jed:passenger:peggy-o:passenger:tennessee jed:the music never stopped:china cat sunflower:i know you rider:samson and delilah:he's gone:drums:truckin':black peter:goin' down the road feeling bad:johnny b. goode:u.s. blues:
1981,02/27/81,alabama getaway:promised land:friend of the devil:cassidy:loser:c.c. rider:it must have been the roses:new minglewood blues:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:not fade away:wharf rat:sugar magnolia:don't ease me in:
1981,02/28/81,jack straw:they love each other:mama tried:mexicali blues:candyman:little red rooster:big railroad blues:althea:let it grow:deal:cold rain and snow:greatest story ever told:ship of fools:lost sailor:saint of circumstance:terrapin station:drums:the other one:stella blue:around and around:good lovin':one more saturday night:
1981,03/02/81,shakedown street:new minglewood blues:dire wolf:cassidy:althea:el paso:jack-a-roe:lazy lightnin':supplication:don't ease me in:promised land:ramble on rose:playin' in the band:china doll:drums:playin' in the band:the wheel:around and around:johnny b. goode:u.s. blues:
1981,03/03/81,feel like a stranger:peggy-o:me and my uncle:big river:bird song:looks like rain:big railroad blues:little red rooster:deal:china cat sunflower:i know you rider:samson and delilah:he's gone:drums:lost sailor:saint of circumstance:black peter:good lovin':casey jones:
1981,03/05/81,alabama getaway:greatest story ever told:friend of the devil:c.c. rider:althea:mama tried:mexicali blues:to lay me down:new minglewood blues:tennessee jed:the music never stopped:jam:passenger:scarlet begonias:fire on the mountain:playin' in the band:drums:not fade away:wharf rat:around and around:johnny b. goode:u.s. blues:
1981,03/06/81,jack straw:peggy-o:cassidy:they love each other:el paso:row jimmy:little red rooster:brown-eyed women:let it grow:deal:samson and delilah:it must have been the roses:estimated prophet:franklin's tower:drums:the other one:stella blue:sugar magnolia:don't ease me in:
